T,strike,rf,dividend,v0,kappa,sigma,rho,theta,price,original_iv
198,45.806,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,54.6608,0.666845,
269,60.9273,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,42.8339,0.624411,
195,28.9239,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,70.5346,0.71589,
269,182.144,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.69738,0.527794,
187,102.179,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,15.6278,0.576472,
178,82.2903,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.7587,0.60368,
296,205.304,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.90101,0.523147,
302,32.3514,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,67.1802,0.666953,
152,52.0515,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,48.6887,0.670242,
194,94.0894,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.7156,0.586758,
327,21.8754,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,76.9265,0.686951,
41,57.0166,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.0861,0.777501,
296,140.043,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.86866,0.55523,
164,121.172,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.85699,0.55049,
210,124.151,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.16484,0.555768,
171,73.6546,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,31.3502,0.618645,
305,167.456,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.98265,0.541774,
10,113.251,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.0512979,0.369457,
227,92.1764,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.9796,0.589155,
149,66.4612,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.2728,0.637434,
284,36.2698,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,63.5873,0.662857,
30,64.9127,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.2629,0.759479,
54,76.071,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.5567,0.656674,
127,40.5168,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,59.3974,0.72222,
50,78.6204,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,23.2168,0.648985,
60,97.2229,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.6559,0.572017,
102,77.8408,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.9961,0.624742,
62,76.232,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.73,0.649285,
309,166.933,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.15575,0.542625,
21,71.1057,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,29.0845,0.74419,
67,82.6586,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,20.8038,0.622381,
250,159.496,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.2879,0.536433,
162,70.6476,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.3193,0.625763,
246,180.187,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.30213,0.523274,
35,113.264,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.81625,0.481264,
100,68.6481,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.3091,0.651051,
17,77.6231,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,22.681,0.707065,
321,24.9988,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,73.9953,0.679865,
86,119.851,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.92825,0.522228,
151,117.614,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.21937,0.552043,
70,129.368,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.34352,0.484254,
27,101.127,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.33546,0.535163,
24,109.552,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.69042,0.474222,
231,214.068,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.645731,0.500293,
41,70.1084,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.5011,0.702923,
127,120.477,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.14401,0.541164,
328,36.3303,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,63.6034,0.653557,
255,39.059,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,60.9979,0.664307,
152,154.944,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.77101,0.508607,
262,49.9308,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,51.5109,0.642144,
284,172.847,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.84449,0.535576,
52,56.2179,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.9397,0.755248,
264,58.5143,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.5992,0.628463,
167,42.4741,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,57.6092,0.68875,
328,21.2234,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,77.5414,0.688614,
27,123.018,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.140761,0.402587,
65,131.141,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.936973,0.472529,
153,38.9823,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,60.8954,0.707717,
233,196.59,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.19094,0.510291,
335,71.3628,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.8949,0.606938,
331,20.9015,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,77.8367,0.68876,
265,26.5039,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,72.7017,0.692516,
80,98.3721,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.5215,0.572395,
105,91.6499,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.8199,0.590654,
341,111.214,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.1323,0.575957,
52,136.181,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.22162,0.432353,
334,246.4,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.07085,0.516742,
96,66.6238,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,34.9478,0.659431,
32,125.904,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.154057,0.40919,
271,28.4347,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,70.8596,0.685054,
218,42.3756,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,57.8677,0.667938,
133,52.8633,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,47.7823,0.677906,
19,84.9923,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,15.9815,0.646916,
87,105.762,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.55792,0.555286,
147,152.826,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.80135,0.508295,
56,125.687,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.11526,0.473631,
89,136.8,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.32966,0.489633,
228,44.0524,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,56.3933,0.661184,
266,202.769,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.49218,0.516985,
157,43.406,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,56.7036,0.691492,
350,155.14,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.96871,0.553145,
311,199.169,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.50561,0.528747,
304,144.678,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.26134,0.553476,
257,39.9127,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,60.2297,0.661973,
268,52.44,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,49.4877,0.637006,
83,129.878,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.89004,0.497793,
199,163.584,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.37725,0.520224,
172,34.7663,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,64.9398,0.709532,
359,150.735,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.96493,0.556002,
87,82.488,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.914,0.61633,
52,58.0588,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,42.1539,0.74551,
276,72.7585,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,34.6917,0.608971,
300,107.629,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.9851,0.576855,
218,36.9996,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,62.8333,0.680955,
169,131.882,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.56594,0.539578,
267,34.8514,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,64.8686,0.670324,
284,27.4023,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.8109,0.683799,
330,247.096,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.01008,0.515651,
109,46.5468,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,53.5614,0.716492,
250,152.053,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.25136,0.541145,
194,138.849,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.30204,0.539244,
21,95.9999,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.57432,0.564535,
16,95.1268,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.50944,0.568938,
91,55.9053,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.5722,0.699577,
198,33.2226,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,66.4018,0.700217,
40,62.9261,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,37.32,0.745214,
281,208.901,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.49159,0.518109,
289,121.476,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.0671,0.566375,
85,142.129,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.760875,0.474813,
244,29.5017,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,69.8923,0.691442,
318,129.409,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.0065,0.563557,
144,49.7399,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,50.7379,0.680563,
308,22.1081,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,76.7657,0.691698,
224,102.12,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.2509,0.578482,
229,135.444,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.32761,0.549227,
350,179.334,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.93387,0.54289,
189,29.7836,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,69.7167,0.716331,
184,124.425,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.94129,0.55102,
357,137.881,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.3719,0.561938,
121,39.5345,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,60.3432,0.731489,
136,148.95,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.80415,0.506714,
285,52.1256,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,49.9176,0.634802,
76,58.2906,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,42.174,0.706649,
257,130.243,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.56172,0.55712,
357,21.3185,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,77.3576,0.680943,
66,145.522,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.190022,0.437923,
312,65.7512,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,40.115,0.614227,
276,191.175,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.26115,0.52493,
320,41.4982,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,59.0542,0.645943,
230,150.656,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.77735,0.538089,
275,101.983,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.2801,0.580452,
152,64.2994,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,38.0937,0.641213,
281,41.3963,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,58.9853,0.653421,
331,29.3894,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,69.8904,0.666907,
129,64.1613,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,37.7515,0.649715,
219,185.238,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.43558,0.512183,
348,150.868,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.60086,0.554917,
306,74.4072,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,34.3585,0.605413,
265,198.225,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.67491,0.518873,
247,75.9328,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,31.9202,0.607244,
103,41.6705,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,58.2583,0.742216,
157,127.453,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.96149,0.541216,
311,153.646,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.99136,0.549507,
10,109.508,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.302058,0.410046,
333,109.667,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.3987,0.576664,
239,181.323,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.07005,0.520729,
321,199.807,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.66913,0.530355,
189,190.146,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.732321,0.496819,
198,175.631,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.51193,0.510961,
239,100.9,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.3727,0.580289,
89,102.241,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.2395,0.56435,
291,44.9274,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,55.9631,0.645217,
267,83.8324,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.7719,0.597396,
37,109.968,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.88289,0.501477,
311,44.4379,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,56.4959,0.642625,
130,112.446,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.73323,0.554574,
354,117.928,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.4042,0.572433,
34,106.563,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.74006,0.513742,
192,99.835,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.887,0.579591,
284,67.3824,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,38.4574,0.614615,
272,24.9482,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,74.1661,0.694719,
115,65.4353,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.3834,0.652595,
163,130.241,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.63471,0.539698,
207,121.541,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.74104,0.557767,
342,114.527,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.0666,0.573931,
10,111.88,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.10593,0.38377,
149,65.8689,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.7514,0.638714,
252,182.319,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.29619,0.523643,
233,35.4683,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,64.2758,0.679415,
119,100.662,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.8499,0.572878,
322,111.559,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.3664,0.574985,
350,148.969,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.99011,0.555998,
14,113.28,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.199349,0.399223,
220,85.822,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.1313,0.596655,
288,72.0954,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.3994,0.608909,
100,141.578,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.2791,0.491468,
158,154.164,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.01603,0.512314,
104,65.8534,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.7899,0.657077,
120,51.8397,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,48.6196,0.689285,
15,74.3836,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.7591,0.738538,
298,141.149,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.72074,0.554806,
158,162.417,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.38635,0.504182,
204,113.436,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.0959,0.565385,
107,101.956,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.5339,0.568612,
46,77.8641,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,23.6849,0.656332,
270,171.033,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.64233,0.533829,
152,124.481,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.41621,0.543434,
63,106.037,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.64072,0.543791,
241,122.312,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.9625,0.561367,
315,193.942,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.91201,0.531624,
212,205.369,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.625099,0.497435,
321,80.4316,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,31.19,0.599042,
193,111.372,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.3069,0.566362,
119,109.147,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.27442,0.557423,
320,186.946,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.52708,0.535385,
39,90.6468,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.0921,0.598333,
166,97.4807,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.8052,0.581543,
310,214.929,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.71995,0.522363,
19,114.842,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.33352,0.415873,
51,112.348,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.41755,0.511724,
189,194.951,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.598321,0.493494,
295,194.254,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.47069,0.527644,
116,111.654,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.19362,0.552195,
170,164.228,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.56494,0.508334,
130,108.452,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.174,0.561003,
123,108.482,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.76045,0.5595,
228,172.366,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.43229,0.52305,
93,93.033,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,15.3199,0.587407,
250,167.413,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.44208,0.531633,
254,119.824,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.1986,0.564672,
262,222.067,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.817125,0.507112,
303,23.2747,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,75.6722,0.689697,
60,87.6204,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.7568,0.606678,
109,152.689,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.7685,0.482201,
122,117.907,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.57294,0.543487,
139,176.052,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.433064,0.478764,
314,26.3378,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,72.7534,0.678199,
67,48.332,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,51.7008,0.765733,
309,70.5181,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.8821,0.609266,
104,113.773,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.75601,0.544242,
359,237.08,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.64994,0.52449,
21,103.904,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.25975,0.50634,
101,136.808,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.80063,0.500448,
19,115.033,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.316118,0.414422,
227,112.843,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.2975,0.568214,
104,92.2136,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.4337,0.589386,
172,139.739,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.27922,0.532265,
308,52.1476,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,50.1336,0.631562,
182,114.788,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.6341,0.561158,
167,117.53,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.04952,0.555475,
53,119.22,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.92976,0.49001,
192,90.6459,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.4259,0.591203,
235,26.7459,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,72.5403,0.703446,
207,64.7786,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,38.8086,0.62765,
98,128.949,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.76908,0.512216,
235,59.49,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.4064,0.631418,
62,82.5553,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,20.6239,0.62492,
165,127.539,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.3157,0.54331,
64,55.32,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.8956,0.736896,
179,45.2703,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,55.0544,0.675533,
227,164.205,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.10511,0.528075,
319,158.243,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.56365,0.5482,
352,104.005,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.1007,0.580912,
278,46.7755,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,54.303,0.644472,
251,129.88,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.41526,0.556654,
290,26.4709,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,72.6781,0.684521,
205,107.178,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.3965,0.572035,
240,60.6027,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,42.6156,0.628884,
298,26.2108,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,72.9064,0.682888,
83,47.2369,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,52.8123,0.744354,
287,75.6062,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.1588,0.605166,
85,137.679,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.09948,0.483645,
